Evaluation

batch_size=1000
cross_fold_id=-1
cross_folds_num=-1
data_name='adult'
dataset_sort=False
dropout_ratio=0
epoch_num=300
evaluator='token-acc'
gpu=0
hadamard_importance=False
hidden_dim=50
input_dim=66
kmeans_init=True
lambda_sep=0.1
latent_dim=None
load_name=None
lr=0.001
lr_decay=0
max_pool_protos=True
min_epoch_num=1
model='ProtoMLP'
momentum=0.9
no_eval_til=0
num_prototypes_per_class=20
opt='sgd'
patience=150
pooling_type='attention'
pre_eval=False
pretrained_model='mlp-16d'
proto_dim=16
push_after=80
save_best=True
save_data=False
save_dir='saved_models'
save_name='proto-20-push80'
seed_num=10
similarity_epsilon=0.01
similarity_function_name='gaussian'
start_epoch=0
unfreeze_feature_extractor=0
unfreeze_lin_layer=1000
verbose=True
weight_decay=0.0001

         epoch  |     train loss | token-acc-train |  token-acc-dev | token-acc-test |      cross_ent |         l1-pen |       sep_loss 
            238 |           0.24 |          83.48 |          81.25 |          82.03 |           0.46 |           0.00 |          -2.19 
            239 |           0.27 |          83.55 |          81.51 |          81.90 |           0.49 |           0.00 |          -2.14 
            240 |           0.29 |          83.56 |          81.51 |          81.90 |           0.50 |           0.00 |          -2.06 
            241 |           0.24 |          83.54 |          81.25 |          82.15 |           0.46 |           0.00 |          -2.24 
            242 |           0.28 |          83.50 |          81.31 |          82.15 |           0.49 |           0.00 |          -2.10 
            243 |           0.27 |          83.57 |          81.51 |          82.09 |           0.48 |           0.00 |          -2.17 
            244 |           0.24 |          83.48 |          81.38 |          82.15 |           0.47 |           0.00 |          -2.27 
            245 |           0.27 |          83.43 |          81.57 |          82.03 |           0.47 |           0.00 |          -2.02 
            246 |           0.31 |          83.50 |          81.57 |          81.96 |           0.50 |           0.00 |          -1.94 
            247 |           0.28 |          83.54 |          81.57 |          82.22 |           0.49 |           0.00 |          -2.04 
            248 |           0.26 |          83.45 |          81.38 |          82.22 |           0.48 |           0.00 |          -2.15 
            249 |           0.24 |          83.56 |          81.57 |          82.22 |           0.47 |           0.00 |          -2.21 
            250 |           0.26 |          83.26 |          80.68 |          82.79 |           0.47 |           0.00 |          -2.14 
            251 |           0.28 |          83.15 |          80.93 |          82.79 |           0.49 |           0.00 |          -2.14 
            252 |           0.28 |          83.28 |          80.74 |          82.66 |           0.49 |           0.00 |          -2.09 
            253 |           0.28 |          83.63 |          81.51 |          82.28 |           0.50 |           0.00 |          -2.16 
            254 |           0.28 |          83.47 |          81.51 |          82.35 |           0.49 |           0.00 |          -2.11 
            255 |           0.27 |          83.44 |          81.63 |          81.90 |           0.48 |           0.00 |          -2.14 
            256 |           0.30 |          83.48 |          81.51 |          82.15 |           0.50 |           0.00 |          -1.97 
            257 |           0.29 |          83.50 |          81.63 |          82.03 |           0.50 |           0.00 |          -2.02 
            258 |           0.27 |          83.23 |          81.12 |          82.35 |           0.47 |           0.00 |          -2.09 
            259 |           0.28 |          83.32 |          81.25 |          82.22 |           0.48 |           0.00 |          -1.96 
            260 |           0.28 |          83.29 |          81.19 |          82.28 |           0.47 |           0.00 |          -1.97 
            261 |           0.29 |          83.29 |          81.25 |          82.28 |           0.49 |           0.00 |          -1.97 
            262 |           0.31 |          83.31 |          81.12 |          82.28 |           0.50 |           0.00 |          -1.90 
            263 |           0.29 |          83.28 |          81.25 |          82.35 |           0.49 |           0.00 |          -2.01 
            264 |           0.29 |          83.17 |          81.19 |          82.47 |           0.49 |           0.00 |          -2.00 
            265 |           0.26 |          83.31 |          81.38 |          82.86 |           0.47 |           0.00 |          -2.13 
            266 |           0.27 |          83.36 |          81.31 |          82.22 |           0.48 |           0.00 |          -2.05 
            267 |           0.26 |          83.40 |          81.31 |          82.35 |           0.47 |           0.00 |          -2.09 
            268 |           0.25 |          83.37 |          81.31 |          82.47 |           0.47 |           0.00 |          -2.21 
            269 |           0.27 |          83.37 |          81.44 |          82.66 |           0.49 |           0.00 |          -2.15 
            270 |           0.26 |          83.25 |          81.31 |          82.35 |           0.48 |           0.00 |          -2.18 
            271 |           0.29 |          83.32 |          81.31 |          82.79 |           0.50 |           0.00 |          -2.09 
            272 |           0.25 |          83.32 |          81.25 |          82.73 |           0.48 |           0.00 |          -2.25 
            273 |           0.27 |          83.28 |          81.25 |          82.73 |           0.48 |           0.00 |          -2.17 
            274 |           0.26 |          83.37 |          81.38 |          82.60 |           0.48 |           0.00 |          -2.20 
            275 |           0.25 |          83.45 |          81.38 |          82.73 |           0.48 |           0.00 |          -2.25 
            276 |           0.25 |          83.41 |          81.25 |          82.79 |           0.47 |           0.00 |          -2.24 
            277 |           0.27 |          83.45 |          81.25 |          82.73 |           0.49 |           0.00 |          -2.18 
            278 |           0.26 |          83.47 |          81.25 |          82.79 |           0.48 |           0.00 |          -2.18 
            279 |           0.27 |          83.48 |          81.63 |          82.60 |           0.49 |           0.00 |          -2.21 
            280 |           0.24 |          83.21 |          81.31 |          82.15 |           0.47 |           0.00 |          -2.25 
            281 |           0.29 |          83.50 |          81.63 |          81.84 |           0.48 |           0.00 |          -1.89 
            282 |           0.28 |          83.53 |          81.57 |          81.84 |           0.48 |           0.00 |          -1.97 
            283 |           0.30 |          83.52 |          81.44 |          81.77 |           0.49 |           0.00 |          -1.91 
            284 |           0.27 |          83.53 |          81.44 |          81.77 |           0.48 |           0.00 |          -2.07 
            285 |           0.26 |          83.31 |          81.25 |          82.54 |           0.47 |           0.00 |          -2.07 
            286 |           0.27 |          83.42 |          81.57 |          82.47 |           0.48 |           0.00 |          -2.02 
            287 |           0.26 |          83.38 |          81.57 |          82.54 |           0.47 |           0.00 |          -2.08 
            288 |           0.26 |          83.37 |          81.63 |          82.47 |           0.47 |           0.00 |          -2.08 
            289 |           0.26 |          83.38 |          81.38 |          82.66 |           0.47 |           0.00 |          -2.15 
            290 |           0.29 |          83.43 |          81.44 |          82.60 |           0.49 |           0.00 |          -2.06 
            291 |           0.26 |          83.46 |          81.51 |          82.66 |           0.48 |           0.00 |          -2.15 
            292 |           0.27 |          83.39 |          81.25 |          82.47 |           0.49 |           0.00 |          -2.18 
            293 |           0.25 |          83.43 |          81.44 |          82.54 |           0.47 |           0.00 |          -2.26 
            294 |           0.24 |          83.35 |          81.25 |          82.86 |           0.47 |           0.00 |          -2.26 
            295 |           0.25 |          83.40 |          81.44 |          82.92 |           0.47 |           0.00 |          -2.21 
            296 |           0.25 |          83.36 |          81.19 |          82.60 |           0.47 |           0.00 |          -2.24 
            297 |           0.23 |          83.20 |          81.12 |          82.28 |           0.46 |           0.00 |          -2.30 
            298 |           0.27 |          83.20 |          81.12 |          82.28 |           0.47 |           0.00 |          -2.04 
            299 |           0.28 |          83.19 |          81.19 |          82.22 |           0.48 |           0.00 |          -2.03 
            300 |           0.28 |          83.19 |          81.19 |          82.28 |           0.48 |           0.00 |          -1.98 
------------------------------------------------------------------------------------------------------------------------------------------
Final eval on test, "save best", best epoch on dev 255, token-acc, dev = 81.63 | test = 81.90)
------------------------------------------------------------------------------------------------------------------------------------------
*** Token-level accuracy: 81.90% ***
 	 TP: 86.73 | abs: 595
 	 FP: 13.27 | abs: 91
 	 TN: 78.14 | abs: 690
 	 FN: 21.86 | abs: 193
Neg class: above $50K, Pos class: below $50K
Input arguments:
python3 main.py --save-name proto-20-push80 --push-after 80

 Best performance: 81.8993
